32
64
32
32
16
64
32
16
32
16
64
64
32
32
16
16
128
64
16
64
16
128
32
64
128
32
32
16
128
16
32
64
32
16
32
64
32
32
128
64
256
64
64
32
16
32
16
128
32
32
16
32
16
256
16
32
16
64
32
64
128
16
32
1024
256
64
16
32
64
16
64
128
16
32
32
64
64
128
64
32
64
32
32
64
64
128
32
128
64
32
16
64
32
16
32
16
256
32
64
128
64
64
64
32
64
16
16
16
32
32
64
128
32
32
128
16
32
64
64
64
16
32
64
16
128
128
